Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2024-03-14,22,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,multiple pages,1,no,frequently,Payment Issues,rarely,no,heavily,yes,yes,no,2,2,competitive prices,product quality and accuracy
2024-06-03,24,prefer not to say,few times a month,beauty and personal care,sometimes,few times a week,filter,first page,5,no,frequently,Price,sometimes,no,occasionally,yes,sometimes,yes,3,4,wide product selection,product quality and accuracy
2024-12-03,23,female,few times a month,beauty and personal care,no,few times a week,keyword,first page,1,no,sometimes,Payment Issues,sometimes,yes,occasionally,yes,no,no,3,4,wide product selection,product quality and accuracy
2024-09-01,22,female,once a month,beauty and personal care,yes,few times a week,keyword,first page,1,yes,sometimes,Shipping,sometimes,yes,occasionally,no,yes,no,2,1,competitive prices,reducing packaging waste
2024-04-23,22,female,once a month,beauty and personal care;clothing and fashion,no,few times a week,keyword,first page,5,yes,frequently,Price,sometimes,yes,heavily,yes,no,yes,1,3,wide product selection,reducing packaging waste
2024-08-06,23,female,once a month,beauty and personal care,sometimes,few times a week,keyword,first page,5,yes,rarely,Shipping,sometimes,no,occasionally,yes,sometimes,yes,2,1,competitive prices,reducing packaging waste
2024-04-17,24,female,less than once a month,beauty and personal care,yes,few times a month,keyword,multiple pages,2,yes,sometimes,Shipping,sometimes,no,heavily,yes,yes,sometimes,3,1,wide product selection,reducing packaging waste
2024-03-13,22,prefer not to say,once a month,beauty and personal care;clothing and fashion,sometimes,few times a month,keyword,multiple pages,1,no,rarely,Payment Issues,rarely,yes,occasionally,no,sometimes,yes,3,3,wide product selection,product quality and accuracy
2024-04-15,24,female,few times a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,first page,1,yes,sometimes,Price,sometimes,no,heavily,no,no,yes,3,3,competitive prices,product quality and accuracy
2024-04-14,23,prefer not to say,few times a month,clothing and fashion,yes,few times a month,filter,first page,2,yes,sometimes,Price,sometimes,no,heavily,no,yes,yes,1,4,wide product selection,reducing packaging waste
2024-12-23,23,female,once a month,beauty and personal care,sometimes,few times a month,keyword,multiple pages,5,no,rarely,Price,sometimes,no,heavily,yes,sometimes,sometimes,1,4,wide product selection,product quality and accuracy
2024-08-08,22,female,less than once a month,beauty and personal care,yes,few times a month,keyword,multiple pages,1,no,rarely,Shipping,rarely,no,heavily,yes,yes,yes,3,2,wide product selection,product quality and accuracy
2024-05-12,23,female,few times a month,beauty and personal care,yes,few times a month,filter,multiple pages,5,yes,sometimes,Payment Issues,rarely,no,occasionally,yes,yes,no,3,1,competitive prices,reducing packaging waste
2024-11-10,23,prefer not to say,few times a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,filter,first page,2,no,sometimes,Payment Issues,sometimes,yes,occasionally,yes,sometimes,no,1,3,competitive prices,reducing packaging waste
2024-03-08,24,female,few times a month,beauty and personal care,yes,few times a month,filter,first page,2,no,sometimes,Price,rarely,yes,heavily,yes,yes,sometimes,2,4,competitive prices,product quality and accuracy
2024-06-21,24,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,yes,few times a week,filter,multiple pages,1,no,frequently,Price,sometimes,yes,heavily,no,yes,no,3,4,competitive prices,product quality and accuracy
2024-11-20,22,prefer not to say,few times a month,beauty and personal care,yes,few times a month,keyword,multiple pages,2,yes,sometimes,Payment Issues,rarely,no,heavily,yes,yes,yes,1,1,competitive prices,reducing packaging waste
2024-11-30,23,female,less than once a month,clothing and fashion,yes,few times a month,keyword,first page,1,yes,rarely,Shipping,sometimes,no,heavily,yes,yes,sometimes,1,4,competitive prices,product quality and accuracy
2024-10-19,24,prefer not to say,once a month,beauty and personal care,no,few times a month,keyword,first page,2,yes,sometimes,Price,sometimes,yes,occasionally,no,no,yes,1,2,competitive prices,product quality and accuracy
2024-04-16,22,female,once a month,beauty and personal care,no,few times a month,keyword,multiple pages,2,yes,rarely,Payment Issues,rarely,yes,heavily,no,no,sometimes,3,1,competitive prices,reducing packaging waste
2024-08-15,22,prefer not to say,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a week,keyword,multiple pages,5,no,rarely,Price,rarely,yes,heavily,yes,sometimes,sometimes,3,2,wide product selection,reducing packaging waste
2024-11-08,23,prefer not to say,once a month,clothing and fashion,no,few times a week,filter,multiple pages,1,no,rarely,Shipping,rarely,no,occasionally,yes,no,sometimes,2,3,wide product selection,reducing packaging waste
2024-12-16,23,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,first page,1,no,rarely,Price,rarely,no,occasionally,yes,no,sometimes,3,3,wide product selection,reducing packaging waste
2024-12-07,23,female,less than once a month,beauty and personal care;clothing and fashion,yes,few times a week,filter,multiple pages,5,yes,frequently,Shipping,sometimes,no,heavily,yes,yes,sometimes,2,4,competitive prices,product quality and accuracy
2024-09-10,22,female,once a month,beauty and personal care;clothing and fashion,no,few times a week,keyword,multiple pages,2,yes,frequently,Shipping,rarely,no,heavily,no,no,yes,1,3,wide product selection,product quality and accuracy
2024-07-01,22,female,less than once a month,clothing and fashion,sometimes,few times a month,keyword,multiple pages,1,yes,rarely,Shipping,rarely,no,occasionally,no,sometimes,sometimes,1,2,wide product selection,product quality and accuracy
2024-05-10,23,female,few times a month,beauty and personal care,yes,few times a month,keyword,first page,2,no,rarely,Price,rarely,no,occasionally,yes,yes,no,1,4,wide product selection,reducing packaging waste
2024-05-02,24,prefer not to say,once a month,beauty and personal care;clothing and fashion,yes,few times a month,keyword,multiple pages,1,yes,rarely,Payment Issues,rarely,yes,heavily,no,yes,sometimes,3,2,competitive prices,reducing packaging waste
2024-02-08,22,female,few times a month,beauty and personal care,no,few times a month,keyword,first page,5,no,sometimes,Price,sometimes,no,occasionally,yes,no,sometimes,2,4,wide product selection,reducing packaging waste
2024-12-07,22,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a week,filter,multiple pages,5,yes,rarely,Payment Issues,rarely,yes,heavily,yes,sometimes,no,3,1,wide product selection,reducing packaging waste
2024-12-24,24,female,few times a month,beauty and personal care,yes,few times a month,filter,multiple pages,1,yes,sometimes,Price,sometimes,no,heavily,no,yes,yes,1,1,competitive prices,reducing packaging waste
2024-06-06,24,prefer not to say,once a month,beauty and personal care;clothing and fashion,no,few times a week,filter,first page,5,no,frequently,Payment Issues,sometimes,no,occasionally,yes,no,no,1,2,competitive prices,reducing packaging waste
2024-07-18,23,female,once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a week,filter,first page,1,yes,rarely,Shipping,sometimes,no,occasionally,yes,sometimes,sometimes,3,4,competitive prices,product quality and accuracy
2024-04-28,24,prefer not to say,less than once a month,beauty and personal care;clothing and fashion,sometimes,few times a week,filter,multiple pages,5,yes,frequently,Payment Issues,sometimes,no,occasionally,yes,sometimes,yes,2,3,wide product selection,product quality and accuracy
2024-07-28,24,female,few times a month,beauty and personal care,sometimes,few times a month,keyword,first page,1,yes,rarely,Payment Issues,sometimes,no,heavily,no,sometimes,no,1,2,wide product selection,reducing packaging waste
2024-12-08,23,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,yes,few times a month,filter,first page,5,yes,rarely,Payment Issues,sometimes,no,heavily,yes,yes,sometimes,1,2,wide product selection,product quality and accuracy
2024-04-06,24,female,few times a month,beauty and personal care;clothing and fashion,yes,few times a month,keyword,multiple pages,2,yes,rarely,Shipping,sometimes,no,heavily,yes,yes,no,3,1,wide product selection,product quality and accuracy
2024-11-01,22,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times a week,filter,first page,2,yes,frequently,Payment Issues,sometimes,no,occasionally,no,yes,no,2,1,wide product selection,product quality and accuracy
2024-10-21,22,female,few times a month,beauty and personal care;clothing and fashion,yes,few times a week,keyword,multiple pages,5,no,rarely,Payment Issues,rarely,no,occasionally,no,yes,no,1,2,competitive prices,product quality and accuracy
2024-09-24,23,prefer not to say,few times a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,first page,5,no,frequently,Shipping,sometimes,yes,occasionally,no,yes,yes,2,1,competitive prices,product quality and accuracy
2024-09-16,24,prefer not to say,once a month,beauty and personal care,no,few times a month,filter,first page,2,no,frequently,Price,sometimes,yes,heavily,yes,no,no,2,4,wide product selection,reducing packaging waste
2024-03-13,24,female,less than once a month,beauty and personal care;clothing and fashion,yes,few times a week,filter,multiple pages,1,yes,sometimes,Price,sometimes,yes,heavily,no,yes,no,2,4,wide product selection,reducing packaging waste
2024-06-02,24,prefer not to say,once a month,clothing and fashion,yes,few times a month,keyword,first page,1,yes,rarely,Payment Issues,rarely,no,heavily,yes,yes,no,1,2,wide product selection,product quality and accuracy
2024-09-14,24,prefer not to say,few times a month,beauty and personal care;clothing and fashion,no,few times a week,keyword,multiple pages,1,yes,frequently,Shipping,sometimes,no,heavily,no,no,sometimes,1,1,wide product selection,product quality and accuracy
2024-03-29,22,female,few times a month,beauty and personal care,yes,few times a month,keyword,multiple pages,2,yes,rarely,Shipping,rarely,yes,heavily,yes,yes,sometimes,2,1,wide product selection,product quality and accuracy
2024-03-05,22,prefer not to say,once a month,beauty and personal care,no,few times a week,keyword,first page,1,no,rarely,Shipping,rarely,yes,occasionally,no,no,no,2,2,wide product selection,reducing packaging waste
2024-02-05,23,prefer not to say,once a month,beauty and personal care;clothing and fashion,no,few times a week,filter,multiple pages,5,yes,sometimes,Price,sometimes,no,occasionally,no,no,yes,3,1,competitive prices,reducing packaging waste
2024-07-13,23,female,once a month,groceries and gourmet food;clothing and fashion,no,few times a week,keyword,multiple pages,2,no,frequently,Price,rarely,no,heavily,no,no,yes,1,2,competitive prices,reducing packaging waste
2024-04-20,24,female,once a month,beauty and personal care;clothing and fashion,yes,few times a month,keyword,multiple pages,5,no,sometimes,Payment Issues,rarely,no,heavily,yes,yes,sometimes,2,4,wide product selection,reducing packaging waste
2024-09-12,23,prefer not to say,once a month,beauty and personal care,sometimes,few times a week,keyword,first page,5,no,rarely,Payment Issues,rarely,yes,occasionally,yes,sometimes,yes,3,4,competitive prices,reducing packaging waste
2024-03-10,23,prefer not to say,once a month,beauty and personal care,sometimes,few times a week,filter,first page,5,yes,rarely,Price,sometimes,no,heavily,yes,sometimes,no,2,2,wide product selection,reducing packaging waste
2024-01-27,24,prefer not to say,once a month,beauty and personal care,no,few times a month,keyword,first page,1,yes,rarely,Payment Issues,sometimes,no,occasionally,yes,no,no,1,3,wide product selection,reducing packaging waste
2024-03-12,22,female,few times a month,groceries and gourmet food;clothing and fashion,no,few times a week,keyword,first page,5,yes,frequently,Price,rarely,no,occasionally,no,no,sometimes,1,2,competitive prices,reducing packaging waste
